"typeEXT","N","lifespan","sd","se","ci","z"
"Generalists",169,23898.224852071,53741.3154372437,4133.94734132644,8161.17762221297,0.5
"Specialists",920,296754.673913043,602419.789088129,19861.192285596,38978.5569281393,0.5
"Generalists",73,30489.0410958904,50180.5533428036,5873.18953017835,11707.9893485105,0.6
"Specialists",550,508711.818181818,1189916.97455175,50738.2302756265,99664.8237030725,0.6
"Generalists",95,15367.3684210526,34756.2222872678,3565.91316669963,7080.20418414289,0.7
"Specialists",396,880794.191919192,1788288.55075208,89864.8809050469,176673.265444905,0.7
"Generalists",136,29985.2941176471,63541.3933670325,5448.62953021484,10775.7125434436,0.8
"Specialists",694,427444.812680115,1397170.44369658,53035.8647716232,104130.248833869,0.8
"Generalists",120,16625,42359.3237779402,3866.85952564047,7656.76806899695,0.9
"Specialists",633,423416.271721959,848069.539241845,33707.7379978525,66192.7161644538,0.9
"Generalists",212,28550.4716981132,74483.0974162884,5115.52013287326,10084.0746772037,1
"Specialists",757,359519.682959049,1141367.63451224,41483.7122803661,81436.9598991551,1
"Generalists",72,56248.6111111111,100477.869461713,11841.4304759256,23611.1417632769,1.1
"Specialists",750,346931.866666667,738335.052758135,26960.1842261598,52926.5155843554,1.1
"Generalists",98,45056.1224489796,85756.1443998934,8662.67874765391,17193.0193634593,1.2
"Specialists",645,416225.426356589,840372.821289715,33089.6475241894,64976.6336305881,1.2
"Generalists",99,41750.5050505051,50718.9723664191,5097.44851793382,10115.7206848722,1.3
"Specialists",700,371866,1098951.03882653,41536.4450253013,81551.1432359186,1.3
"Generalists",310,22715.1612903226,68653.5252783528,3899.25821446205,7672.45686308225,1.4
"Specialists",838,329877.804295943,1296266.62289938,44778.7874585335,87891.9057844535,1.4
"Generalists",32,52056.25,108914.683797797,19253.5778710528,39267.9309592525,1.5
"Specialists",268,1065979.10447761,2111336.90211756,128970.428090333,253928.408499471,1.5
"Generalists",292,33005.4794520548,62184.9500370431,3639.09894533479,7162.29096712432,1.6
"Specialists",1188,168349.074074074,459801.314888867,13340.1891835336,26172.9780400906,1.6
"Generalists",342,17107.8947368421,45008.0823202594,2433.75835878761,4787.06914977669,1.7
"Specialists",845,270696.804733728,759752.999789294,26136.2977482807,51299.7684913382,1.7
"Generalists",157,82600.6369426752,168616.009481419,13457.0225678388,26581.4885691354,1.8
"Specialists",747,277205.220883534,606258.43670605,22181.8362225154,43546.250722467,1.8
"Generalists",101,19418.8118811881,111809.134432631,11125.4246965657,22072.5257294648,1.9
"Specialists",376,718434.574468085,1666887.57700535,85963.1631024077,169030.241062979,1.9
"Generalists",245,23838.7755102041,80908.0955450318,5169.02861624968,10181.6113724557,2
"Specialists",730,321849.04109589,787753.49209839,29156.0648150183,57239.8700531214,2
"Generalists",189,73740.2116402116,162205.869230188,11798.740855769,23274.9359032505,2.1
"Specialists",1195,161303.09623431,425598.450975585,12311.6450461725,24154.8663808911,2.1
"Generalists",304,28080.5921052632,81756.7097496419,4689.06889151415,9227.26276074122,2.2
"Specialists",1105,185667.692307692,561523.029000934,16892.2084933067,33144.4573336818,2.2
"Generalists",205,58538.0487804878,125122.619920548,8738.94284385729,17230.2318207548,2.3
"Specialists",827,254075.090689238,655550.897146236,22795.7382350265,44744.3896874742,2.3
"Generalists",267,41691.7602996255,100125.085337327,6127.55571194766,12064.6812336742,2.4
"Specialists",1100,160448.454545455,355570.840774741,10720.8642294638,21035.6746102497,2.4
"Generalists",654,20704.7400611621,55174.0797293005,2157.47724534519,4236.42985688394,2.5
"Specialists",2079,82286.2914862915,226360.974867315,4964.48623622319,9735.88499180474,2.5
"Generalists",227,45969.1629955947,117198.921438998,7778.76562534368,15328.1840127651,2.6
"Specialists",1294,142015.765069552,328259.641729756,9125.36727843983,17902.148968631,2.6
"Generalists",154,89990.2597402597,201292.582802833,16220.6185710503,32045.2969523612,2.7
"Specialists",975,194826.564102564,419130.938877118,13422.9326889971,26341.1974615447,2.7
"Generalists",482,21981.1203319502,51385.6682211524,2340.55305134723,4598.9717986331,2.8
"Specialists",1419,146080.056377731,606530.445648864,16101.3172831167,31584.9616129497,2.8
"Generalists",78,50625.641025641,149737.050421946,16954.382335332,33760.4883463251,2.9
"Specialists",505,523544.752475248,1280306.0384767,56972.8709481893,111933.574233344,2.9
"Generalists",368,33082.3369565217,90349.0578173049,4709.77021284603,9261.52267242335,3
"Specialists",1110,172943.783783784,487318.018094283,14626.8558000002,28699.4326004898,3
"Generalists",800,21554.75,54160.112857327,1914.84915356223,3758.72913589367,3.1
"Specialists",2019,85396.2852897474,282688.604452469,6291.29634113261,12338.1143758353,3.1
"Generalists",97,80502.0618556701,262707.740012302,26673.929637241,52947.3318565774,3.2
"Specialists",700,329772.571428571,871584.640097913,32942.8029177545,64678.6993374608,3.2
"Generalists",609,24387.3563218391,137497.269306878,5571.67052373326,10942.055496811,3.3
"Specialists",1813,96981.4671814672,312335.607088692,7335.37964354072,14386.6897056074,3.3
"Generalists",115,52825.2173913043,180874.354394987,16866.6205160688,33412.6453352138,3.4
"Specialists",694,366865.273775216,1083419.88550226,41126.056450464,80746.6138278925,3.4
"Generalists",1258,17508.1875993641,73228.4042776646,2064.61581613764,4050.4727751792,3.5
"Specialists",2827,50697.1347718429,108014.915791953,2031.51871320849,3983.40957799644,3.5
"Generalists",576,33930.0347222222,112234.88561281,4676.45356720041,9185.01414573558,3.6
"Specialists",1734,94708.0161476355,240292.747185625,5770.53548525863,11317.9463265242,3.6
"Generalists",375,38713.0666666667,140436.878373935,7252.12921514141,14260.058812236,3.7
"Specialists",1594,104637.641154329,251683.649769981,6303.92220031427,12364.8551939828,3.7
"Generalists",938,21281.9829424307,61382.9026000131,2004.22281583792,3933.28522251091,3.8
"Specialists",2623,49549.1803278689,117965.040063764,2303.31944629724,4516.50804855872,3.8
"Generalists",157,46258.5987261147,88567.7475334676,7068.47576933001,13962.2718856621,3.9
"Specialists",913,212503.723986857,602418.494621102,19937.1422593458,39128.0084942269,3.9
"Generalists",421,33049.1686460808,61187.0569142773,2982.07468703058,5861.65035126442,4
"Specialists",1775,93022.1971830986,206092.372905734,4891.73296116345,9594.16625691041,4
"Generalists",991,20875.8829465187,84776.9173225207,2693.02753166136,5284.69785689353,4.1
"Specialists",2460,57441.3414634146,130758.706226372,2636.34996921131,5169.69558743641,4.1
"Generalists",436,34001.1467889908,113985.148149581,5458.89855112477,10729.0962379859,4.2
"Specialists",1745,90135.3581661891,215989.748164483,5170.53428774243,10141.098990597,4.2
"Generalists",463,37346.6522678186,143792.05940174,6682.58371855479,13132.0255920515,4.3
"Specialists",1839,91036.759108211,187831.371186173,4380.03180703092,8590.36147697499,4.3
"Generalists",377,39937.400530504,149156.356832856,7681.94320569464,15104.9529122875,4.4
"Specialists",1389,129281.641468683,332638.533189024,8925.27146203917,17508.4781438496,4.4
"Generalists",1033,22109.8741529526,102806.47384867,3198.67637575641,6276.65181632478,4.5
"Specialists",2055,80170.802919708,218155.014707775,4812.37306551843,9437.63916901451,4.5
"Generalists",680,17629.4117647059,59063.638973936,2264.9871603465,4447.22049337532,4.6
"Specialists",1928,92632.2095435685,293815.64832337,6691.46803012428,13123.2790945725,4.6
"Generalists",554,30545.1263537906,85543.5300696861,3634.39633350507,7138.91042941628,4.7
"Specialists",1610,91630.1242236025,227758.091342857,5676.24165813775,11133.604324779,4.7
"Generalists",56,108105.357142857,407162.122912257,54409.3273146144,109038.728567125,4.8
"Specialists",431,546596.983758701,1122843.99608718,54085.4921674081,106304.828874303,4.8
"Generalists",206,21316.9902912621,96654.3853000304,6734.23012145936,13277.2316723217,4.9
"Specialists",628,378318.152866242,1027127.70774973,40986.8576114174,80488.1343208524,4.9
"Generalists",1198,13338.2303839733,70602.1613491751,2039.80939303463,4001.99955770678,5
"Specialists",2308,70628.9428076256,285777.184467114,5948.52992783974,11665.0244052182,5
"Generalists",199,6758.79396984925,8890.20631004225,630.210016183546,1242.78516662146,0.1
"Specialists",1268,359390.615141956,1163976.46441946,32687.715711811,64128.0059883325,0.1
"Generalists",96,5910.41666666667,6891.5582099699,703.366714463103,1396.35947572024,0.2
"Specialists",644,626453.881987578,1608562.89164968,63386.2576999585,124469.071517231,0.2
"Generalists",99,8279.79797979798,11439.6462393389,1149.72770637234,2281.5972148426,0.3
"Specialists",443,908662.979683973,2545491.91455953,120939.970624088,237688.838047029,0.3
"Generalists",182,14327.4725274725,21614.6362624706,1602.18343594346,3161.35952946259,0.4
"Specialists",660,545131.515151515,1615035.37280894,62865.1666257635,123440.173922571,0.4
"Generalists",130,16006.9230769231,21964.8457272865,1926.44440879583,3811.51744427581,0.5
"Specialists",577,580016.637781629,1596011.51507453,66442.8287394663,130499.76404211,0.5
"Generalists",69,24320.2898550725,45453.6240052305,5471.97330170947,10919.1527171748,0.6
"Specialists",454,725227.31277533,1691572.08038486,79389.4113926548,156017.227827143,0.6
"Generalists",121,28301.652892562,65896.2340647161,5990.56673315601,11860.9052186509,0.7
"Specialists",497,621631.187122736,1882438.90185229,84438.9248545793,165902.077035663,0.7
"Generalists",67,45944.776119403,67853.3205984571,8289.60247524374,16550.7253493307,0.8
"Specialists",454,678274.449339207,1742693.12859421,81788.6410643766,160732.228930392,0.8
"Generalists",248,26797.9838709677,52459.148902847,3331.15928649174,6561.1004825399,0.9
"Specialists",996,230759.236947791,554463.801578901,17568.8578549271,34476.2663121817,0.9
"Generalists",58,82163.7931034483,136630.908499101,17940.5172134001,35925.2660416495,1
"Specialists",513,527823.391812866,1028437.97846322,45406.645990303,89206.2650889581,1
"Generalists",58,62331.0344827586,111249.467109935,14607.7706837505,29251.5562314542,1.1
"Specialists",636,380869.811320755,862001.068965829,34180.5657317043,67120.6112196598,1.1
"Generalists",151,55443.0463576159,143211.86101248,11654.4159651095,23028.0226339466,1.2
"Specialists",959,235127.945776851,542026.523061889,17502.9493031672,34348.5462488309,1.2
"Generalists",200,48628,81478.4968149025,5761.39976187041,11361.2299644708,1.3
"Specialists",1078,185575.417439703,370298.9659911,11278.2864021492,22129.904919959,1.3
"Generalists",60,67025,117682.015711977,15192.6829000202,30400.488263701,1.4
"Specialists",614,414106.026058632,997513.837922965,40256.382277651,79057.1518887128,1.4
"Generalists",39,81476.9230769231,199124.760496818,31885.4802752355,64548.7801827171,1.5
"Specialists",419,670386.1575179,1659873.25343335,81090.1148368677,159395.227277306,1.5
"Generalists",68,53208.8235294118,125566.612797119,15227.1884592222,30393.5953729251,1.6
"Specialists",519,484832.947976879,1187257.99573206,52114.8418467556,102382.431230938,1.6
"Generalists",430,26387.6744186047,68176.2145815702,3287.7490124712,6462.10067806501,1.7
"Specialists",1561,124498.01409353,321016.976190456,8125.05946373407,15937.1890198626,1.7
"Generalists",138,35076.8115942029,72947.465638256,6209.70065268648,12279.2558897126,1.8
"Specialists",659,386162.974203338,894390.257544849,34840.4978803554,68411.9580783522,1.8
"Generalists",351,27409.6866096866,78855.7483558342,4209.00846704609,8278.13054974304,1.9
"Specialists",1088,189023.529411765,533150.010077188,16163.4838665247,31715.1601094676,1.9
"Generalists",146,39773.9726027397,74396.4803160736,6157.09652008727,12169.2522951803,2
"Specialists",645,374394.263565891,920638.326428006,36250.098702633,71182.6676531317,2
"Generalists",542,24571.7712177122,79133.1281721262,3399.05890337445,6676.9706528164,2.1
"Specialists",1645,110462.613981763,282910.258581123,6975.34583297688,13681.4992367078,2.1
"Generalists",762,17221.3910761155,54416.8821069926,1971.31564653559,3869.8624861644,2.2
"Specialists",1880,101571.755319149,406240.781671452,9369.24497664907,18375.2190501989,2.2
"Generalists",410,33116.3414634146,111513.725848422,5507.27037265775,10826.0878399347,2.3
"Specialists",1336,146227.919161677,414508.862041058,11340.4579079421,22247.0588315445,2.3
"Generalists",414,24045.8937198068,71393.0512557158,3508.77704433653,6897.28923463402,2.4
"Specialists",1187,174529.738837405,561981.590875073,16311.6062710813,32002.8205203555,2.4
"Generalists",431,33886.5429234339,87182.1992438684,4199.41877123914,8253.94160168377,2.5
"Specialists",1643,106478.454047474,276186.709867131,6813.71547900766,13364.4881578021,2.5
"Generalists",249,43800.8032128514,95162.9582788624,6030.70744129642,11877.9345505192,2.6
"Specialists",1108,165366.245487365,396901.599711163,11923.7529471268,23395.7061045294,2.6
"Generalists",115,44493.0434782609,81697.2564139596,7618.30844260592,15091.8103484068,2.7
"Specialists",655,323516.183206107,752013.051106388,29383.5813591118,57697.5392015161,2.7
"Generalists",614,30495.9283387622,96700.4960572464,3902.51441907277,7663.9195506599,2.8
"Specialists",1703,103270.052847915,254733.876955076,6172.75985448306,12106.9966960129,2.8
"Generalists",44,98247.7272727273,298623.087075078,45019.1242529846,90789.7166970623,2.9
"Specialists",451,559227.272727273,1195469.40122981,56292.4555577398,110628.72941204,2.9
"Generalists",809,25030.6551297899,57022.2559441606,2004.79575604051,3935.2221938966,3
"Specialists",2466,57842.4168694242,135807.364620892,2734.80764681427,5362.7576924364,3
"Generalists",197,32373.0964467005,121879.402744362,8683.5478998241,17125.1827635199,3.1
"Specialists",873,239084.650630011,689932.094812381,23350.6635556785,45830.0717030199,3.1
"Generalists",535,29003.738317757,104654.011668371,4524.587482262,8888.17364941139,3.2
"Specialists",1720,101741.860465116,272060.400898557,6559.95877650669,12866.3421498312,3.2
"Generalists",347,39303.1700288184,107056.633849536,5747.10122425435,11303.6509752974,3.3
"Specialists",1383,129009.689081706,394588.7670929,10610.4457159252,20814.3205075145,3.3
"Generalists",214,61688.3177570093,166264.775273319,11365.6260536759,22403.5116127089,3.4
"Specialists",1111,183406.210621062,460708.082153323,13821.9335785569,27120.0636776669,3.4
"Generalists",303,42123.102310231,114257.308927368,6563.91089333109,12916.7935438519,3.5
"Specialists",1350,137530.592592593,345890.057461398,9413.93497647088,18467.5429040266,3.5
"Generalists",395,32703.0379746835,177289.968654944,8920.42642246777,17537.5869039687,3.6
"Specialists",984,215342.276422764,612515.14179079,19526.2695402248,38317.9648326822,3.6
"Generalists",1206,17203.0679933665,55834.8099949943,1607.797646767,3154.39386459256,3.7
"Specialists",2645,54456.8241965974,178757.258402744,3475.76853269592,6815.50110387107,3.7
"Generalists",285,20270.8771929825,51669.1918000473,3060.61877774773,6024.37557708207,3.8
"Specialists",1039,192697.208854668,599220.348946388,18589.9738724112,36478.2139972007,3.8
"Generalists",612,28340.6862745098,84976.2656467077,3434.96195031296,6745.7643175399,3.9
"Specialists",1811,83402.7056874655,179424.896023705,4216.22207790634,8269.17303698163,3.9
"Generalists",1570,11841.1464968153,36451.834358921,919.961307733239,1804.48303391681,4
"Specialists",3042,46807.9552925707,138993.25435961,2520.07878709914,4941.23033310051,4
"Generalists",476,25457.3529411765,110229.967692091,5052.3822855404,9927.78352677853,4.1
"Specialists",1262,143152.139461173,373096.676967477,10502.4761386507,20604.2515437609,4.1
"Generalists",245,51666.9387755102,143948.773080316,9196.54976815079,18114.7566899513,4.2
"Specialists",1189,157091.589571068,342970.768350122,9946.40591873838,19514.4788760928,4.2
"Generalists",748,25635.9625668449,89032.5741165814,3255.35331502555,6390.72986767081,4.3
"Specialists",1963,88258.3800305655,294961.014640618,6657.3971956917,13056.3131346761,4.3
